Rank,Peak,PlayerName,School,Position,RankingDateString,Projection,ProjectedTeam,State,Conference,ProjectedPoints
1,1,Will Anderson Jr.,Alabama,EDGE,2022-09-12,2,ARIZONA CARDINALS,Alabama,SEC,35
2,1,C.J. Stroud,Ohio State,QB,2022-09-12,1,DETROIT LIONS,Ohio,Big Ten,35
3,1,Jalen Carter,Georgia,DL,2022-09-12,3,MIAMI DOLPHINS,Georgia,SEC,35
4,1,Bryce Young,Alabama,QB,2022-09-12,7,CAROLINA PANTHERS,Alabama,SEC,35
5,5,Kelee Ringo,Georgia,CB,2022-09-12,4,LAS VEGAS RAIDERS,Georgia,SEC,35
6,1,Myles Murphy,Clemson,EDGE,2022-09-12,6,TENNESSEE TITANS,South Carolina,ACC,35
7,5,Kayshon Boutte,LSU,WR,2022-09-12,8,NEW ENGLAND PATRIOTS,Louisiana,SEC,35
8,4,Jaxon Smith-Njigba,Ohio State,WR,2022-09-12,First Round,,Ohio,Big Ten,35
9,8,Peter Skoronski,Northwestern,OT,2022-09-12,10,DALLAS COWBOYS,Illinois,Big Ten,35
10,5,Bryan Bresee,Clemson,DL,2022-09-12,5,JACKSONVILLE JAGUARS,South Carolina,ACC,35
11,9,Jordan Addison,USC,WR,2022-09-12,16,INDIANAPOLIS COLTS,California,Pac 12,30
12,3,Bijan Robinson,Texas,RB,2022-09-12,13,ATLANTA FALCONS,Texas,Big 12,30
13,10,Antonio Johnson,Texas A&M,S,2022-09-12,18,TAMPA BAY BUCCANEERS,Texas,SEC,30
14,10,Michael Mayer,Notre Dame,TE,2022-09-12,14,CINCINNATI BENGALS,Indiana,FBS - Independent,30
15,9,Will Levis,Kentucky,QB,2022-09-12,15,SEATTLE SEAHAWKS,Kentucky,SEC,30
16,12,Isaiah Foskey,Notre Dame,EDGE,2022-09-12,12,NEW YORK JETS,Indiana,FBS - Independent,30
17,11,Noah Sewell,Oregon,LB,2022-09-12,17,LOS ANGELES CHARGERS,Oregon,Pac 12,30
18,13,Trenton Simpson,Clemson,LB,2022-09-12,19,SEATTLE SEAHAWKS,South Carolina,ACC,30
19,18,Quentin Johnston,TCU,WR,2022-09-12,20,HOUSTON TEXANS,Texas,Big 12,30
20,8,Paris Johnson Jr.,Ohio State,OT,2022-09-12,11,GREEN BAY PACKERS,Ohio,Big Ten,30
21,17,Anthony Richardson,Florida,QB,2022-09-12,9,DETROIT LIONS,Florida,SEC,30
