School,Conference,ProjectedPoints,NumberOfProspects,SchoolURL
Arkansas,SEC,56,8,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/arkansas.svg
North Carolina,ACC,54,7,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/north_carolina.svg
Washington,Pac 12,52,7,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/washington.svg
Stanford,Pac 12,46,7,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/stanford.svg
Ole Miss,SEC,43,9,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/mississippi.svg
Syracuse,ACC,43,4,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/syracuse.svg
Baylor,Big 12,42,8,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/baylor.svg
Utah,Pac 12,42,6,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/utah.svg
Iowa,Big Ten,40,8,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/iowa.svg
BYU,FBS - Independent,40,7,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/byu.svg
Pitt,ACC,38,8,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/pittsburgh.svg
Kansas State,Big 12,37,4,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/kansas_st.svg
Iowa State,Big 12,32,7,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/iowa_st.svg
Northwestern,Big Ten,32,3,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/northwestern.svg
Michigan State,Big Ten,30,11,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/michigan_st.svg
Louisville,ACC,29,11,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/louisville.svg
Tennessee,SEC,28,5,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/tennessee.svg
Boston College,ACC,24,5,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/boston_college.svg
NC State,ACC,23,5,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/nc_st.svg
Wisconsin,Big Ten,21,8,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/wisconsin.svg
Boise State,FBS - Mountain West,21,2,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/boise_st.svg
Army,FBS - Independent,20,1,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/army.svg
Mississippi State,SEC,19,9,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/mississippi_st.svg
UCLA,Pac 12,19,8,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/ucla.svg
Wake Forest,ACC,18,5,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/wake_forest.svg
Cincinnati,FBS - AAC,17,5,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/cincinnati.svg
Houston,FBS - AAC,16,6,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/houston.svg
Minnesota,Big Ten,16,5,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/minnesota.svg
Washington State,Pac 12,16,2,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/washington_st.svg
Arizona State,Pac 12,15,6,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/arizona_st.svg
Virginia,ACC,15,4,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/virginia.svg
West Virginia,Big 12,14,6,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/west_virginia.svg
Texas Tech,Big 12,13,4,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/texas_tech.svg
Tulane,FBS - AAC,13,4,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/tulane.svg
Coastal Carolina,FCS,13,4,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/coastal_carolina.svg
Missouri,SEC,12,3,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/missouri.svg
San Jose State,FBS - Mountain West,11,3,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/san_jose_st.svg
Rutgers,Big Ten,11,2,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/rutgers.svg
Louisiana Tech,FBS - CUSA,11,2,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/la_tech.svg
SMU,FBS - AAC,10,4,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/smu.svg
South Dakota State,FCS,10,2,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/south_dakota_st.svg
Fresno State,FBS - Mountain West,9,3,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/fresno_st.svg
Illinois,Big Ten,9,2,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/illinois.svg
Indiana,Big Ten,8,3,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/indiana.svg
Appalachian State,FBS - Sun Belt,7,3,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/appalachian_st.svg
Troy,FBS - Sun Belt,7,3,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/troy.svg
Georgia Tech,ACC,7,3,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/georgia_tech.svg
North Dakota State,FCS,7,2,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/north_dakota_st.svg
Arizona,Pac 12,7,2,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/arizona.svg
Nebraska,Big Ten,6,4,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/nebraska.svg
Virginia Tech,ACC,5,4,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/virginia_tech.svg
Stephen F. Austin,FCS,5,1,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/stephen_f_austin.svg
James Madison,FCS,5,1,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/james_madison.svg
UCF,FBS - AAC,4,3,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/ucf.svg
South Florida,FBS - AAC,2,2,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/south_florida.svg
Memphis,FBS - AAC,2,2,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/memphis.svg
North Texas,FBS - CUSA,2,2,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/north_texas.svg
UTSA,FBS - CUSA,2,2,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/utsa.svg
Oregon State,Pac 12,2,2,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/oregon_st.svg
Oklahoma State,Big 12,2,2,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/oklahoma_st.svg
Purdue,Big Ten,2,2,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/purdue.svg
Nevada,FBS - Mountain West,2,2,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/nevada.svg
San Diego State,FBS - Mountain West,2,2,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/san_diego_st.svg
Tulsa,FBS - AAC,2,2,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/tulsa.svg
Florida A&M,FCS,2,1,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/florida_a&amp;m.svg
Jackson State,FCS,1,1,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/jackson_st.svg
Arkansas State,FBS - Sun Belt,1,1,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/arkansas_st.svg
Duke,ACC,1,1,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/duke.svg
East Carolina,FBS - AAC,1,1,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/east_carolina.svg
Kansas,Big 12,1,1,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/kansas.svg
UAB,FBS - CUSA,1,1,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/uab.svg
Toledo,FBS - MAC,1,1,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/toledo.svg
Utah State,FBS - Mountain West,1,1,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/utah_st.svg
California,Pac 12,1,1,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/california.svg
Florida Atlantic,FBS - CUSA,1,1,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/florida_atlantic.svg
Marshall,FBS - CUSA,1,1,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/marshall.svg
Southern Miss,FBS - CUSA,1,1,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/southern_miss.svg
Western Illinois,FCS,1,1,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/western_illinois.svg
Colorado,Pac 12,1,1,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/colorado.svg
Buffalo,FBS - MAC,1,1,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/buffalo.svg
Louisiana-Lafayette,FBS - Sun Belt,1,1,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/louisiana_lafayette.svg
Eastern Michigan,FBS - MAC,1,1,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/eastern_michigan.svg
Liberty,FCS,1,1,https://d9ioojyvhqpok.cloudfront.net/assets/logos/_colleges/liberty.svg
